gene_id,G1a,G1b,S,M,C
TGME49_271280,1.5879873082299112,0.29085420819634406,-0.71147702214789244,-0.90472013756636904,-0.26264435671199338
TGME49_236240,1.4816658211169118,-0.47881940966811748,0.28484127638126716,-0.067131600229347999,-1.2205560876007138
TGME49_239440,1.3170389036475389,0.60923116442250824,-0.13119466068941091,-0.53292419839293015,-1.2621512089877056
TGME49_292010,1.1963167163313546,-0.34540863629955704,0.89912650665781746,-1.1093036415559323,-0.64073094513368256
TGME49_247700,1.131758642002167,-1.2954837242348527,-0.42158868181531201,0.88079427186978054,-0.2954805078217827
TGME49_266900,0.93172935986382632,0.11375815126720272,0.90211693149878769,-0.5218381782674979,-1.4257662643623195
TGME49_239010,-0.44721359549995793,1.7888543819998317,-0.44721359549995793,-0.44721359549995793,-0.44721359549995793
TGME49_260250,-0.82207053657339202,1.5902896773546726,0.26975158354322293,-0.82207053657339202,-0.21590018775111189
TGME49_313040,-0.68403857940024737,1.5213780504935208,0.53073768770722141,-0.68403857940024737,-0.68403857940024737
TGME49_223050,0.30546446543100975,1.3843814188048678,0.26697947530834404,-1.0248818282104106,-0.93194353133381169
TGME49_249260,-1.0055575444910105,1.2985555130921889,0.49337656809702474,-1.0055575444910105,0.21918300779280733
TGME49_293280,-0.72242994589523202,1.290662188114752,0.87662764957094363,-0.72242994589523202,-0.72242994589523202
TGME49_254630,-0.72465365693755968,1.2624485468201794,0.91151242399249954,-0.72465365693755968,-0.72465365693755968
TGME49_305330,-0.42898378560849254,1.133825021523867,0.93968256999771094,-1.2064370751023212,-0.43808673081076338
TGME49_264690,-0.73029027879614483,1.1013858475428655,1.0894849888455693,-0.73029027879614483,-0.73029027879614483
TGME49_223120,-0.44721359549995793,-0.44721359549995793,1.7888543819998317,-0.44721359549995793,-0.44721359549995793
TGME49_254910,-0.44721359549995793,-0.44721359549995793,1.7888543819998317,-0.44721359549995793,-0.44721359549995793
TGME49_220440,-0.50169615170167059,-0.27513696942883625,1.780225424533848,-0.50169615170167059,-0.50169615170167059
TGME49_229200,-0.50694208932561535,-0.25756841926447094,1.7783946872413168,-0.50694208932561535,-0.50694208932561535
TGME49_229020,-0.57326761367052748,-0.39025385273341862,1.7707842043748254,-0.23399512430035205,-0.57326761367052748
TGME49_239910,-0.52569670043189887,-0.1931174024546955,1.7702075037503922,-0.52569670043189887,-0.52569670043189887
TGME49_249880,-0.54180404823552231,-0.13554568743074125,1.7609578321373081,-0.54180404823552231,-0.54180404823552231
TGME49_219100,-0.62748646449199186,-0.40358167607606488,1.744220365105879,-0.085665760045830749,-0.62748646449199186
TGME49_224050,-1.1532371664440275,0.10947982847351545,1.5215758665783523,0.099254759651479341,-0.57707328825931936
TGME49_261410,-0.91143071616197435,0.23570689601604303,1.5089445155807701,-0.91143071616197435,0.078210020727135524
TGME49_290020,-0.90736831356595016,-0.074228678821307958,1.4754066714415635,-0.90736831356595016,0.41355863451164449
TGME49_311510,-0.83349036492091189,0.60789929446406299,1.4461156812290143,-0.38703424585125407,-0.83349036492091189
TGME49_216220,-0.93670837900375059,-0.054983202921582007,1.401674818683365,0.52672514224571809,-0.93670837900375059
TGME49_266910,-0.97408956618330544,0.55439124932323613,1.3386209260408815,0.055166957002492967,-0.97408956618330544
TGME49_240460,-0.94348691800434137,-0.10295333691467569,1.3334605618972781,0.65646661102608017,-0.94348691800434137
TGME49_281450,-0.92526844047152146,0.71755718433511018,1.3185027527414381,-0.92526844047152146,-0.18552305613350523
TGME49_262730,-0.72541547617572222,-0.72541547617572222,1.2513606210299639,0.92488580749720284,-0.72541547617572222
TGME49_256070,-0.72879550154388983,1.0025610919906356,1.1838254126410339,-0.72879550154388983,-0.72879550154388983
TGME49_291590,-0.72933103648656794,1.0212923797097264,1.166700729749977,-0.72933103648656794,-0.72933103648656794
TGME49_203710,-1.1510591261814156,1.007561995813091,1.0232925645772268,-0.7758545870157264,-0.10394084719317535
TGME49_218220,-0.49436653424902643,-0.29936637527315502,-0.49436653424902643,1.7824659780202343,-0.49436653424902643
TGME49_270330,-0.9235516863967469,-0.55422646304413403,0.13200610247723621,1.6518927900390621,-0.3061207430754172
TGME49_290630,-0.80451838902150552,-0.13558768214046618,0.1090105039149222,1.6356139562685548,-0.80451838902150552
TGME49_309410,-0.70853585175880895,-0.54478697945854526,0.35854831085942068,1.6033103721167428,-0.70853585175880895
TGME49_318470,-0.66886973877082423,-0.64762246722056638,0.39477602207151047,1.5905859226907044,-0.66886973877082423
TGME49_251740,-0.67569411870985396,-0.67569411870985396,0.47698692425774447,1.5500954318718179,-0.67569411870985396
TGME49_237090,-0.80394097930824548,-0.36088899574078243,0.41910351170893284,1.549667442648341,-0.80394097930824548
TGME49_289710,-0.92606408833806997,-0.18440183294890666,0.72070884831887216,1.3158211613061737,-0.92606408833806997
TGME49_224230,-0.52615644517922888,-0.19150369284847224,-0.52615644517922888,-0.52615644517922888,1.7699730283861583
TGME49_280470,-0.081038002378052226,-0.499020182617056,-0.70368013827602327,-0.4593242639690745,1.7430625872402057
TGME49_250800,0.21823678002846936,-0.24196865149331881,-0.78240607159760955,-0.81281248384220084,1.6189504269046593
TGME49_315760,0.66042003246106584,-0.60450587502691744,-0.75874213915820365,-0.7384816023258115,1.4413095840498671
TGME49_267580,-0.97141940411321781,0.49081782941847396,0.08663419976682192,-0.97141940411321781,1.3653867790411407
TGME49_207900,0.51538665070196221,0.67690551636389329,-0.7775826441153787,-1.3443571272493768,0.9296476042988997
TGME49_243780,-1.7722266828125699,0.4111778536353396,0.45708068045841888,0.26140154366784446,0.64256660505096819
