gene_id,G1a,G1b,S,M,C
TGME49_266900,-1.3893925169807644,0.60348693091302474,1.1997102235240582,-0.50729389530505875,0.093489257848740695
TGME49_219100,-0.95921238708955325,-0.10752877074760764,1.1934148457124851,0.84112074333455122,-0.96779443120987585
TGME49_240460,-0.97840941584240226,-0.40989635579927758,1.1476437327637041,0.9945892040341171,-0.75392716515614067
TGME49_203710,-0.30711143420704101,0.76960491541106968,1.1123446514547417,-1.4339570178435876,-0.14088111481518253
TGME49_305330,-0.54209934860250597,0.94977128662905774,1.0115411855631837,-1.331605068290054,-0.087608055299682172
TGME49_281450,-0.90183365353133438,0.35633446699253463,0.94236918491474342,-1.2213986423613574,0.82452864398541459
TGME49_251740,-0.56561086312893893,-0.5459209169209619,-0.071301013605138075,1.7484436567839778,-0.56561086312893893
TGME49_290020,-0.38976287847455854,-0.031434304240484726,-0.25437570819900307,1.6708637906792381,-0.99529089976519214
TGME49_270330,0.0053173814416729217,-0.051242736462853662,-0.71396146854798015,1.6446352589406761,-0.88474843537151815
TGME49_264690,-0.88093250294674741,0.056854296342885899,-0.084183978496163978,1.6375939085190139,-0.72933172341898811
TGME49_262730,-0.9386683085164701,-0.88335254438689192,0.49149903429633712,1.4436806653808902,-0.11315884677386469
TGME49_229020,-0.87845789102437077,-0.23145654455543221,0.91346868155629113,1.1754923656631222,-0.97904661163961049
TGME49_256070,0.12347427507380281,-0.74550761014257405,0.7458133371087039,1.134996423907809,-1.2587764259477414
TGME49_237090,-0.80718487351066692,-0.47776870796614052,1.0752968994114596,1.0902085360875344,-0.8805518540221865
TGME49_254630,-1.0720895916436419,-0.1523954495242745,1.030909668572046,1.0311026966826884,-0.83752732408681774
TGME49_249260,-0.62806983103848357,0.047492250085152628,-0.093894762257837175,-0.96026143460864355,1.6347337778198119
TGME49_309410,0.40505341917638832,-0.75309575630010761,-0.70099486999934701,-0.53074088365632721,1.5797780907793935
TGME49_247700,0.57121026186059565,0.057431953437109988,-0.60541249206149217,-1.2968436956987595,1.2736139724625448
TGME49_315760,-0.18869930139285518,0.71540038239401937,-0.39688707526019595,-1.3468293246147642,1.2170153188737953
TGME49_224050,0.18678644831439001,0.061516873405867818,0.14747073187099233,-1.5873582084877582,1.19158415489651
TGME49_271280,0.32016930271265731,0.37076986579226573,-0.39694398291331939,-1.4810216207042699,1.1870264351126654
TGME49_292010,0.29094625478910729,0.21396036661856166,0.26838038305950945,-1.7092463928796366,0.93595938841245829
